machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,SmolLM2-1.7B,Q8_0,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,0,1.25,3.316817810590821e-06,11.9,7.2,5.2,6.3
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,3.5,8.176050028293124e-06,29.4,18.6,12.7,5.48
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,3.49,8.062249750907042e-06,29.0,18.7,12.6,5.49
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,3.49,8.136210456107516e-06,29.3,19.8,13.7,5.84
Pi5,SmolLM2-1.7B,Q8_0,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,0,1.3,3.9431145411303055e-06,14.2,7.0,4.9,6.13
Pi5,SmolLM2-1.7B,Q8_0,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,0,1.31,3.954547683224037e-06,14.2,7.5,5.6,6.57
Pi5,SmolLM2-1.7B,Q8_0,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,0,1.33,4.140981624325975e-06,14.9,8.0,6.2,7.02
Pi5,SmolLM2-1.7B,Q8_0,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,0,1.46,6.493548458734717e-06,23.4,8.7,6.3,6.33
Pi5,SmolLM2-1.7B,Q8_0,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,0,1.45,6.606413767580283e-06,23.8,8.7,6.3,6.34
Pi5,SmolLM2-1.7B,Q8_0,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,0,1.45,6.559780894432533e-06,23.6,8.5,6.0,6.18
Pi5,SmolLM2-1.7B,Q8_0,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,0,2.7,1.3959528236970498e-05,50.3,15.8,11.3,6.24
Pi5,SmolLM2-1.7B,Q8_0,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,0,2.68,1.3942836200518218e-05,50.2,17.3,12.9,6.89
Pi5,SmolLM2-1.7B,Q8_0,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,0,2.69,1.4053718452150317e-05,50.6,16.4,12.0,6.51
Pi5,SmolLM2-1.7B,Q8_0,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,0,1.01,2.573535984997383e-06,9.3,5.8,4.2,6.29
Pi5,SmolLM2-1.7B,Q8_0,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,0,1.02,2.5834501112112177e-06,9.3,6.1,4.6,6.73
Pi5,SmolLM2-1.7B,Q8_0,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,0,1.01,2.5748857728895906e-06,9.3,5.8,4.2,6.38
Pi5,SmolLM2-1.7B,Q8_0,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,0,1.05,2.632598525701452e-06,9.5,6.4,4.6,6.26
Pi5,SmolLM2-1.7B,Q8_0,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,0,1.04,2.606650209871989e-06,9.4,6.7,5.0,7.14
Pi5,SmolLM2-1.7B,Q8_0,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,0,1.04,2.614810129906898e-06,9.4,6.1,4.6,6.64
Pi5,SmolLM2-1.7B,Q8_0,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,0,1.05,2.6293584175628115e-06,9.5,6.2,4.8,6.78
Pi5,SmolLM2-1.7B,Q8_0,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,2,0,1.07,2.661339889546211e-06,9.6,5.6,4.1,6.08
Pi5,SmolLM2-1.7B,Q8_0,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,3,0,1.06,2.63479936127446e-06,9.5,5.3,3.8,5.82
Pi5,SmolLM2-1.7B,Q8_0,Does cognitive empathy exist?,court,29,64,1,0,0.31,1.674769023254668e-06,6.0,1.2,0.8,5.31
Pi5,SmolLM2-1.7B,Q8_0,Does cognitive empathy exist?,court,29,64,2,0,0.3,1.6572545361116479e-06,6.0,1.2,0.7,5.01
Pi5,SmolLM2-1.7B,Q8_0,Does cognitive empathy exist?,court,29,64,3,0,0.29,1.6473037363389803e-06,5.9,1.4,1.0,6.17
Pi5,SmolLM2-1.7B,Q8_0,Generate a movie review,court,23,64,1,29,4.77,1.0237730078289858e-05,36.9,25.0,16.4,5.27
Pi5,SmolLM2-1.7B,Q8_0,Generate a movie review,court,23,64,2,29,4.77,9.993346804822135e-06,36.0,25.2,16.6,5.31
Pi5,SmolLM2-1.7B,Q8_0,Generate a movie review,court,23,64,3,29,4.76,9.977399961982336e-06,35.9,23.9,15.4,5.07
Pi5,SmolLM2-1.7B,Q8_0,Identify popular dishes in Mexico.,court,34,64,1,0,0.37,1.7529189555557424e-06,6.3,1.4,1.0,6.11
Pi5,SmolLM2-1.7B,Q8_0,Identify popular dishes in Mexico.,court,34,64,2,0,0.39,1.7795363521670173e-06,6.4,1.1,0.7,4.74
Pi5,SmolLM2-1.7B,Q8_0,Identify popular dishes in Mexico.,court,34,64,3,0,0.39,1.771514737833564e-06,6.4,1.5,1.1,6.5
Pi5,SmolLM2-1.7B,Q8_0,What is unique about a hyperbole?,court,33,64,1,0,0.4,1.7844377131693373e-06,6.4,1.4,1.0,6.08
Pi5,SmolLM2-1.7B,Q8_0,What is unique about a hyperbole?,court,33,64,2,0,0.39,1.7742202585026223e-06,6.4,1.5,1.0,6.37
Pi5,SmolLM2-1.7B,Q8_0,What is unique about a hyperbole?,court,33,64,3,0,0.38,1.7619669193663765e-06,6.3,1.5,1.1,6.55
Pi5,SmolLM2-1.7B,Q8_0,Write an emergency response plan,court,32,64,1,5,1.09,2.6724919750890503e-06,9.6,5.2,3.5,5.65
Pi5,SmolLM2-1.7B,Q8_0,Write an emergency response plan,court,32,64,2,5,1.08,2.659493742604254e-06,9.6,4.9,3.2,5.35
Pi5,SmolLM2-1.7B,Q8_0,Write an emergency response plan,court,32,64,3,5,1.09,2.679639239150091e-06,9.6,4.8,3.2,5.25
Pi5,SmolLM2-1.7B,Q8_0,Generate a quiz about physics.,court,30,64,1,0,0.39,1.775683374833534e-06,6.4,1.2,0.8,5.11
Pi5,SmolLM2-1.7B,Q8_0,Generate a quiz about physics.,court,30,64,2,0,0.38,1.7709587532822706e-06,6.4,1.4,1.0,6.3
Pi5,SmolLM2-1.7B,Q8_0,Generate a quiz about physics.,court,30,64,3,0,0.39,1.775878863944753e-06,6.4,1.3,0.9,5.49
Pi5,SmolLM2-1.7B,Q8_0,Develop a metaphor for hope.,court,28,64,1,0,0.38,1.7656838009451755e-06,6.4,1.5,1.0,6.41
Pi5,SmolLM2-1.7B,Q8_0,Develop a metaphor for hope.,court,28,64,2,0,0.39,1.7842138062222954e-06,6.4,1.5,1.1,6.71
Pi5,SmolLM2-1.7B,Q8_0,Develop a metaphor for hope.,court,28,64,3,0,0.38,1.7714135316825363e-06,6.4,1.6,1.2,7.04
Pi5,SmolLM2-1.7B,Q8_0,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,1,4,1.21,2.8820667537510547e-06,10.4,6.4,4.4,5.59
Pi5,SmolLM2-1.7B,Q8_0,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,2,4,1.23,2.90570238864567e-06,10.5,6.7,4.7,5.92
Pi5,SmolLM2-1.7B,Q8_0,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,3,4,1.22,2.8994775825950433e-06,10.4,5.7,3.9,5.61
Pi5,SmolLM2-1.7B,Q8_0,Describe the primary colors.,court,28,64,1,0,0.3,1.6644661113911237e-06,6.0,1.2,0.8,5.05
Pi5,SmolLM2-1.7B,Q8_0,Describe the primary colors.,court,28,64,2,0,0.29,1.6545255218341277e-06,6.0,1.2,0.8,5.16
Pi5,SmolLM2-1.7B,Q8_0,Describe the primary colors.,court,28,64,3,0,0.28,1.6382275142888923e-06,5.9,1.5,1.1,6.38
Pi5,SmolLM2-1.7B,Q8_0,Name two first aid treatments for a cut.,court,40,64,1,0,0.4,1.7874032817790916e-06,6.4,1.3,0.9,5.5
Pi5,SmolLM2-1.7B,Q8_0,Name two first aid treatments for a cut.,court,40,64,2,0,0.41,1.80870240355014e-06,6.5,1.5,1.1,6.47
Pi5,SmolLM2-1.7B,Q8_0,Name two first aid treatments for a cut.,court,40,64,3,0,0.39,1.779728637331977e-06,6.4,1.3,0.9,5.66
Pi5,SmolLM2-1.7B,Q8_0,Write one sentence about handwashing.,court,37,64,1,0,0.48,1.8919952247231327e-06,6.8,2.6,1.7,5.63
Pi5,SmolLM2-1.7B,Q8_0,Write one sentence about handwashing.,court,37,64,2,0,0.48,1.8980179742720687e-06,6.8,3.0,2.2,6.62
Pi5,SmolLM2-1.7B,Q8_0,Write one sentence about handwashing.,court,37,64,3,0,0.49,1.9049148729752487e-06,6.9,3.0,2.2,6.47
Pi5,SmolLM2-1.7B,Q8_0,Who is Samantha Andrews?,court,24,64,1,0,0.29,1.64711837900291e-06,5.9,1.5,1.1,6.41
Pi5,SmolLM2-1.7B,Q8_0,Who is Samantha Andrews?,court,24,64,2,0,0.3,1.6605196774261968e-06,6.0,1.5,1.1,6.32
Pi5,SmolLM2-1.7B,Q8_0,Who is Samantha Andrews?,court,24,64,3,0,0.29,1.6557557457782524e-06,6.0,1.2,0.8,5.31
Pi5,SmolLM2-1.7B,Q8_0,What year did WW2 start?,court,24,64,1,0,0.49,1.901909898367966e-06,6.8,2.7,1.9,5.93
Pi5,SmolLM2-1.7B,Q8_0,What year did WW2 start?,court,24,64,2,0,0.46,1.861587873509767e-06,6.7,1.4,1.0,6.06
Pi5,SmolLM2-1.7B,Q8_0,What year did WW2 start?,court,24,64,3,0,0.48,1.8985175807223035e-06,6.8,2.6,1.7,5.6
Pi5,SmolLM2-1.7B,Q8_0,Give 10 features of the sun.,court,28,64,1,0,0.41,1.7999508099440694e-06,6.5,1.5,1.1,6.6
Pi5,SmolLM2-1.7B,Q8_0,Give 10 features of the sun.,court,28,64,2,0,0.39,1.7820595917222209e-06,6.4,1.2,0.8,5.23
Pi5,SmolLM2-1.7B,Q8_0,Give 10 features of the sun.,court,28,64,3,0,0.4,1.7909918820085668e-06,6.4,1.5,1.1,6.41
Pi5,SmolLM2-1.7B,Q8_0,Write a mock newspaper headline.,court,32,64,1,0,0.38,1.7587659283071749e-06,6.3,1.4,1.0,6.18
Pi5,SmolLM2-1.7B,Q8_0,Write a mock newspaper headline.,court,32,64,2,0,0.39,1.7816632076103108e-06,6.4,1.5,1.1,6.66
Pi5,SmolLM2-1.7B,Q8_0,Write a mock newspaper headline.,court,32,64,3,0,0.39,1.77613372153203e-06,6.4,1.5,1.1,6.61
Pi5,SmolLM2-1.7B,Q8_0,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,1,0,0.53,1.951928035832983e-06,7.0,2.4,1.6,5.17
Pi5,SmolLM2-1.7B,Q8_0,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,2,0,0.52,1.948179399834165e-06,7.0,2.6,1.8,5.66
Pi5,SmolLM2-1.7B,Q8_0,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,3,0,0.53,1.957300426778804e-06,7.0,2.7,2.0,5.9
Pi5,SmolLM2-1.7B,Q8_0,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,1,64,10.67,2.090139056727555e-05,75.2,57.3,38.0,5.4
Pi5,SmolLM2-1.7B,Q8_0,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,2,64,10.71,2.1048956217122697e-05,75.8,57.0,37.9,5.38
Pi5,SmolLM2-1.7B,Q8_0,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,3,64,10.72,2.1074609006014457e-05,75.9,57.5,38.1,5.47
Pi5,SmolLM2-1.7B,Q8_0,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,1,0,0.52,1.9433252813340814e-06,7.0,2.9,2.2,6.44
Pi5,SmolLM2-1.7B,Q8_0,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,2,0,0.51,1.935403695999917e-06,7.0,2.8,2.0,6.2
Pi5,SmolLM2-1.7B,Q8_0,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,3,0,0.52,1.942582196162709e-06,7.0,2.8,2.0,6.15
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,1,0,1.01,2.5750823007075235e-06,9.3,5.8,4.2,6.35
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,2,0,1.01,2.574790412137531e-06,9.3,6.4,4.9,6.95
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,3,0,1.03,2.6011017494033146e-06,9.4,5.5,3.9,6.01
Pi5,SmolLM2-1.7B,Q8_0,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,1,1,0.71,2.1859901126893472e-06,7.9,4.3,3.1,6.26
Pi5,SmolLM2-1.7B,Q8_0,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,2,1,0.68,2.150059586165197e-06,7.7,2.8,2.0,6.11
Pi5,SmolLM2-1.7B,Q8_0,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,3,1,0.68,2.1443416637791115e-06,7.7,2.8,2.0,6.17
Pi5,SmolLM2-1.7B,Q8_0,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,1,0,0.41,1.8091956798326563e-06,6.5,1.5,1.1,6.33
Pi5,SmolLM2-1.7B,Q8_0,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,2,0,0.41,1.806812773924472e-06,6.5,1.7,1.3,7.38
Pi5,SmolLM2-1.7B,Q8_0,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,3,0,0.41,1.7994084193892883e-06,6.5,1.5,1.1,6.47
Pi5,SmolLM2-1.7B,Q8_0,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,1,64,11.01,2.155695369057559e-05,77.6,60.1,40.0,5.48
Pi5,SmolLM2-1.7B,Q8_0,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,2,64,11.03,2.1498906376704684e-05,77.4,59.0,38.9,5.39
Pi5,SmolLM2-1.7B,Q8_0,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,3,64,11.01,2.1341592802518314e-05,76.8,59.3,39.5,5.42
Pi5,SmolLM2-1.7B,Q8_0,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,1,5,1.48,3.755784956961942e-06,13.5,8.1,5.6,5.88
Pi5,SmolLM2-1.7B,Q8_0,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,2,5,1.46,3.672624732233223e-06,13.2,7.9,5.6,5.8
Pi5,SmolLM2-1.7B,Q8_0,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,3,5,1.48,3.775689574069784e-06,13.6,7.5,5.0,5.51
Pi5,SmolLM2-1.7B,Q8_0,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,1,0,0.9,2.4257246528887764e-06,8.7,4.1,2.9,5.91
Pi5,SmolLM2-1.7B,Q8_0,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,2,0,0.88,2.400308046055216e-06,8.6,4.6,3.5,6.67
Pi5,SmolLM2-1.7B,Q8_0,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,3,0,0.89,2.414748480474797e-06,8.7,4.2,3.0,6.14
Pi5,SmolLM2-1.7B,Q8_0,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,1,2,0.74,2.2216773587764087e-06,8.0,3.3,2.2,4.77
Pi5,SmolLM2-1.7B,Q8_0,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,2,2,0.74,2.225078611872059e-06,8.0,4.1,2.8,6.02
Pi5,SmolLM2-1.7B,Q8_0,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,3,2,0.72,2.2049227858331304e-06,7.9,3.6,2.4,5.35
Pi5,SmolLM2-1.7B,Q8_0,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,1,0,0.78,2.271244658394219e-06,8.2,4.2,3.0,6.07
Pi5,SmolLM2-1.7B,Q8_0,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,2,0,0.77,2.269424677022892e-06,8.2,3.3,2.3,5.89
Pi5,SmolLM2-1.7B,Q8_0,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,3,0,0.8,2.3080230239992388e-06,8.3,4.6,3.4,6.57
Pi5,SmolLM2-1.7B,Q8_0,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,1,10,2.18,4.702802428574701e-06,16.9,12.0,8.1,5.58
Pi5,SmolLM2-1.7B,Q8_0,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,2,10,2.17,4.695784405899567e-06,16.9,11.7,7.8,5.47
Pi5,SmolLM2-1.7B,Q8_0,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,3,10,2.17,4.684099322042073e-06,16.9,11.7,7.9,5.49
Pi5,SmolLM2-1.7B,Q8_0,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,1,0,0.68,2.1507172605489556e-06,7.7,3.4,2.6,7.25
Pi5,SmolLM2-1.7B,Q8_0,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,2,0,0.68,2.1450780395006304e-06,7.7,2.6,1.8,5.68
Pi5,SmolLM2-1.7B,Q8_0,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,3,0,0.67,2.141009945944158e-06,7.7,2.5,1.8,5.49
Pi5,SmolLM2-1.7B,Q8_0,Describe the concept of artificial intelligence in your own words.,moyen,66,64,1,0,0.57,2.0041131902782785e-06,7.2,2.6,1.8,5.75
Pi5,SmolLM2-1.7B,Q8_0,Describe the concept of artificial intelligence in your own words.,moyen,66,64,2,0,0.69,2.156018221905644e-06,7.8,2.5,1.6,4.52
Pi5,SmolLM2-1.7B,Q8_0,Describe the concept of artificial intelligence in your own words.,moyen,66,64,3,0,0.57,2.0095770562652153e-06,7.2,2.5,1.7,5.48
Pi5,SmolLM2-1.7B,Q8_0,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,1,0,0.52,1.948507674442832e-06,7.0,2.6,1.8,5.69
Pi5,SmolLM2-1.7B,Q8_0,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,2,0,0.5,1.924037411347894e-06,6.9,2.7,1.9,5.84
Pi5,SmolLM2-1.7B,Q8_0,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,3,0,0.5,1.9196593415272825e-06,6.9,2.7,1.9,5.98
Pi5,SmolLM2-1.7B,Q8_0,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,1,64,10.94,2.1748473321078284e-05,78.3,58.6,39.1,5.4
Pi5,SmolLM2-1.7B,Q8_0,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,2,64,10.92,2.1657902571072534e-05,78.0,58.3,38.9,5.46
Pi5,SmolLM2-1.7B,Q8_0,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,3,64,10.93,2.148394333684461e-05,77.3,59.4,39.8,5.45
Pi5,SmolLM2-1.7B,Q8_0,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,1,64,11.24,2.354334157001479e-05,84.8,59.9,39.8,5.41
Pi5,SmolLM2-1.7B,Q8_0,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,2,64,11.41,2.414323753775994e-05,86.9,61.8,41.3,5.48
Pi5,SmolLM2-1.7B,Q8_0,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,3,64,11.24,2.3498447718733938e-05,84.6,60.2,39.9,5.38
Pi5,SmolLM2-1.7B,Q8_0,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,1,0,0.94,2.4836824016120872e-06,8.9,4.8,3.4,6.1
Pi5,SmolLM2-1.7B,Q8_0,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,2,0,0.9,2.4292049016108245e-06,8.7,4.2,3.0,6.21
Pi5,SmolLM2-1.7B,Q8_0,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,3,0,0.9,2.428859110166078e-06,8.7,5.0,3.9,7.25
Pi5,SmolLM2-1.7B,Q8_0,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,1,1,1.34,3.6225481339581718e-06,13.0,8.1,6.0,6.6
Pi5,SmolLM2-1.7B,Q8_0,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,2,1,1.33,3.4647632888993356e-06,12.5,7.5,5.5,6.51
Pi5,SmolLM2-1.7B,Q8_0,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,3,1,1.33,3.5430796373388536e-06,12.8,6.9,4.9,5.93
Pi5,SmolLM2-1.7B,Q8_0,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,1,8,2.43,6.192763557764985e-06,22.3,14.3,10.2,6.27
Pi5,SmolLM2-1.7B,Q8_0,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,2,8,2.42,6.048987106033497e-06,21.8,13.1,9.2,5.74
Pi5,SmolLM2-1.7B,Q8_0,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,3,8,2.42,6.173360362216069e-06,22.2,14.0,10.1,6.15
Pi5,SmolLM2-1.7B,Q8_0,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,1,0,0.91,2.4440875688895987e-06,8.8,4.1,2.8,6.01
Pi5,SmolLM2-1.7B,Q8_0,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,2,0,0.91,2.4404474364442244e-06,8.8,4.2,3.0,6.12
Pi5,SmolLM2-1.7B,Q8_0,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,3,0,0.9,2.424362843626981e-06,8.7,4.0,2.8,5.72
Pi5,SmolLM2-1.7B,Q8_0,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,1,64,10.89,2.1349607156523756e-05,76.9,57.5,38.4,5.38
Pi5,SmolLM2-1.7B,Q8_0,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,2,64,10.89,2.1436766376794487e-05,77.2,58.9,39.5,5.45
Pi5,SmolLM2-1.7B,Q8_0,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,3,64,10.92,2.152695606423585e-05,77.5,58.3,38.8,5.37
Pi5,SmolLM2-1.7B,Q8_0,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,1,0,1.26,3.38024692478595e-06,12.2,7.8,5.8,6.82
Pi5,SmolLM2-1.7B,Q8_0,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,2,0,1.25,3.4106212434693673e-06,12.3,7.1,5.1,6.22
Pi5,SmolLM2-1.7B,Q8_0,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,3,0,1.26,3.4172369584660575e-06,12.3,7.5,5.6,6.58
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,1,64,11.01,2.1699834708425734e-05,78.1,59.4,40.0,5.54
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,2,64,11.03,2.1604691804716586e-05,77.8,58.4,39.2,5.41
Pi5,SmolLM2-1.7B,Q8_0,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,3,64,11.0,2.2107211954572895e-05,79.6,59.5,39.7,5.43
Pi5,SmolLM2-1.7B,Q8_0,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,1,0,1.31,3.9935360571932495e-06,14.4,7.1,5.0,6.15
